user_id,watch_time_hours,avg_session_mins,top_genres,total_sessions,weekend_ratio,completion_rate
USR-2787,42.27,81.32,"Drama,Romance",76,0.57,0.8
USR-2788,47.86,80.77,Drama,47,0.51,0.98
USR-2789,51.18,72.19,"Romance,Drama",50,0.58,0.96
USR-2790,47.46,88.99,"Romance,Drama",52,0.54,0.89
USR-2791,36.5,72.15,Drama,47,0.44,0.78
USR-2792,47.81,76.93,"Romance,Drama",69,0.51,0.9
USR-2793,50.17,65.16,Drama,68,0.47,0.84
USR-2794,40.47,73.5,Drama,54,0.67,0.68
USR-2795,42.57,76.03,Romance,39,0.7,0.92
USR-2796,33.82,80.87,"Romance,Drama",66,0.28,0.89
USR-2797,57.64,76.38,"Drama,Romance",47,0.59,0.75
USR-2798,53.43,66.1,"Romance,Drama",43,0.4,0.85
USR-2799,36.55,77.4,"Romance,Drama",52,0.66,0.88
USR-2800,52.45,87.1,"Drama,Romance",47,0.54,0.83
USR-2801,57.03,73.4,"Romance,Drama",72,0.25,0.91
USR-2802,46.0,81.44,"Romance,Drama",46,0.55,0.85
USR-2803,39.46,62.22,Drama,33,0.65,0.98
USR-2804,43.55,71.32,"Romance,Drama",60,0.39,0.96
USR-2805,50.94,55.0,Romance,47,0.53,0.84
USR-2806,38.06,63.41,Romance,73,0.29,0.92
USR-2807,45.79,84.86,"Romance,Drama",57,0.49,0.64
USR-2808,58.04,78.42,"Romance,Drama",58,0.66,0.83
USR-2809,47.71,61.0,"Romance,Drama",61,0.47,0.91
USR-2810,38.56,65.31,Drama,57,0.3,0.9
USR-2811,41.48,69.06,"Drama,Romance",44,0.64,0.88
USR-2812,43.13,72.95,"Romance,Drama",60,0.57,1.0
USR-2813,48.36,79.62,"Drama,Romance",42,0.34,0.82
USR-2814,53.32,59.81,Romance,59,0.32,0.91
USR-2815,32.71,77.08,Romance,48,0.47,0.79
USR-2816,57.03,62.07,Drama,71,0.64,0.97
USR-2817,48.41,66.88,"Drama,Romance",54,0.44,0.78
USR-2818,30.0,64.65,"Drama,Romance",68,0.53,0.85
USR-2819,31.61,81.78,"Drama,Romance",31,0.85,1.0
USR-2820,47.41,62.57,"Drama,Romance",66,0.56,0.8
USR-2821,44.18,83.0,Romance,62,0.58,0.9
USR-2822,53.0,70.74,Drama,57,0.21,0.86
USR-2823,45.08,75.24,Drama,67,0.58,0.95
USR-2824,33.05,72.56,"Drama,Romance",51,0.61,0.85
USR-2825,51.93,56.43,Drama,60,0.49,0.95
USR-2826,35.11,68.02,"Drama,Romance",53,0.62,0.95
USR-2827,36.84,96.48,Drama,63,0.59,0.92
USR-2828,54.34,83.94,Romance,53,0.46,0.96
USR-2829,42.44,68.13,Drama,65,0.15,1.0
USR-2830,57.26,71.65,Drama,55,0.36,0.93
USR-2831,46.57,58.08,Romance,56,0.52,0.86
USR-2832,54.53,70.82,"Romance,Drama",57,0.43,1.0
USR-2833,45.51,84.47,"Drama,Romance",57,0.49,0.98
USR-2834,44.07,85.55,"Romance,Drama",53,0.5,0.72
USR-2835,36.84,71.4,Romance,48,0.41,0.88
USR-2836,35.75,76.85,"Drama,Romance",71,0.71,0.96
USR-2837,41.56,91.65,"Romance,Drama",46,0.62,0.94
USR-2838,51.82,91.0,Romance,55,0.4,0.9
USR-2839,45.24,61.99,Drama,51,0.45,0.83
USR-2840,40.53,69.29,"Drama,Romance",38,0.72,0.85
USR-2841,41.1,77.45,"Drama,Romance",69,0.78,0.74
USR-2842,36.78,66.77,Drama,49,0.38,0.8
USR-2843,46.64,78.55,Drama,46,0.17,0.8
USR-2844,41.88,71.78,Romance,41,0.36,0.85
USR-2845,33.1,71.05,Romance,53,0.37,0.95
USR-2846,49.04,73.37,"Romance,Drama",45,0.56,0.9
USR-2847,53.51,81.14,Drama,60,0.64,0.89
USR-2848,51.07,66.83,"Drama,Romance",49,0.56,0.91
USR-2849,36.19,86.75,"Drama,Romance",57,0.39,1.0
USR-2850,49.87,73.3,Drama,48,0.52,1.0
USR-2851,30.13,65.61,"Sci-Fi,Horror",31,0.57,0.7
USR-2852,23.57,55.34,Sci-Fi,30,0.55,0.8
USR-2853,23.69,47.21,"Horror,Thriller",19,0.67,0.53
USR-2854,23.49,45.57,"Documentary,Thriller",25,0.65,0.63
USR-2855,17.91,49.09,"Thriller,Sci-Fi",35,0.62,0.57
USR-2856,22.42,62.09,Thriller,20,0.69,0.92
USR-2857,32.61,49.98,"Documentary,Sci-Fi",32,0.8,0.87
USR-2858,29.69,62.49,"Sci-Fi,Thriller",24,0.65,0.65
USR-2859,24.8,70.04,"Sci-Fi,Thriller",31,0.74,0.75
USR-2860,22.03,57.91,"Documentary,Sci-Fi",21,0.49,0.9
USR-2861,25.8,63.14,"Sci-Fi,Horror",25,0.68,0.9
USR-2862,23.59,66.73,Horror,28,0.63,0.81
USR-2863,21.29,50.97,"Horror,Documentary",34,0.68,0.95
USR-2864,22.35,61.84,"Horror,Documentary",18,0.81,0.72
USR-2865,30.64,45.0,Documentary,35,0.83,0.61
USR-2866,26.32,51.11,Thriller,39,0.65,0.57
USR-2867,21.79,69.44,Documentary,45,0.78,0.69
USR-2868,22.09,66.71,"Sci-Fi,Documentary",33,0.98,0.76
USR-2869,22.37,62.91,Documentary,40,0.67,0.64
USR-2870,23.19,58.28,"Documentary,Horror",41,0.58,0.55
USR-2871,22.9,60.11,Thriller,26,0.62,0.82
USR-2872,19.88,61.24,Thriller,25,0.72,0.91
USR-2873,29.75,72.31,"Thriller,Sci-Fi",19,0.64,0.74
USR-2874,20.91,57.03,"Sci-Fi,Horror",16,0.69,0.84
USR-2875,22.71,62.09,Thriller,24,0.51,0.78
USR-2876,31.67,59.52,Horror,36,0.63,0.76
USR-2877,17.41,70.7,"Horror,Sci-Fi",15,0.77,0.58
USR-2878,24.42,58.72,"Documentary,Thriller",36,0.79,0.75
USR-2879,24.09,62.32,Documentary,16,0.59,0.87
USR-2880,22.58,62.12,Documentary,26,0.6,0.91
USR-2881,18.41,62.88,"Horror,Sci-Fi",46,0.77,0.78
USR-2882,14.0,57.71,"Documentary,Thriller",33,0.62,0.95
USR-2883,24.36,70.63,"Thriller,Documentary",31,0.65,0.72
USR-2884,18.94,70.77,Sci-Fi,26,0.55,0.85
USR-2885,20.27,58.8,Sci-Fi,30,0.65,0.88
USR-2886,24.73,85.0,Sci-Fi,33,0.66,0.71
USR-2887,24.36,56.85,Sci-Fi,39,0.49,0.75
USR-2888,20.34,64.45,Documentary,28,0.77,0.78
USR-2889,26.3,77.68,"Thriller,Horror",27,0.79,0.81
USR-2890,28.54,59.48,"Horror,Sci-Fi",40,0.72,0.92
USR-2891,22.8,45.0,"Horror,Sci-Fi",28,0.66,0.84
USR-2892,27.29,47.71,Thriller,29,0.44,0.94
USR-2893,24.03,65.4,"Horror,Sci-Fi",17,0.67,0.86
USR-2894,24.28,75.65,Documentary,23,0.83,0.88
USR-2895,24.44,64.65,Sci-Fi,35,0.78,0.68
USR-2896,24.4,61.35,Sci-Fi,36,0.55,0.86
USR-2897,21.46,68.52,Sci-Fi,15,0.74,0.84
USR-2898,28.85,64.62,"Horror,Documentary",10,0.65,0.85
USR-2899,20.08,67.66,"Documentary,Horror",34,0.75,0.72
USR-2900,26.82,45.0,"Horror,Documentary",10,0.67,0.87
USR-2901,17.99,69.06,"Thriller,Documentary",41,0.62,0.72
USR-2902,18.93,56.96,"Thriller,Horror",20,0.76,0.82
USR-2903,18.77,56.58,Horror,37,0.78,0.76
USR-2904,17.02,62.1,"Thriller,Horror",39,0.62,0.87
USR-2905,18.97,63.61,Documentary,30,0.65,0.66
USR-2906,22.87,51.52,Documentary,27,0.78,0.87
USR-2907,22.56,62.52,Sci-Fi,32,0.52,0.49
USR-2908,18.92,60.77,"Sci-Fi,Horror",37,0.71,0.84
USR-2909,19.52,61.43,Sci-Fi,30,0.59,0.65
USR-2910,22.87,67.29,"Documentary,Thriller",22,0.73,0.57
USR-2911,26.16,60.29,Thriller,25,0.83,0.79
USR-2912,32.64,65.31,Sci-Fi,31,0.64,0.79
USR-2913,19.93,56.0,"Sci-Fi,Horror",36,0.7,0.86
USR-2914,23.09,67.38,"Horror,Documentary",31,0.53,0.7
USR-2915,35.57,63.66,Documentary,44,0.59,0.9
USR-2916,22.93,55.27,"Sci-Fi,Documentary",26,0.87,0.78
USR-2917,30.61,57.59,Horror,43,0.5,0.78
USR-2918,24.17,57.9,"Sci-Fi,Documentary",26,0.51,0.81
USR-2919,29.37,68.96,Documentary,27,0.87,0.86
USR-2920,27.52,69.12,Horror,33,0.85,0.71
USR-2921,18.72,65.96,"Sci-Fi,Documentary",29,0.48,0.83
USR-2922,31.96,56.28,Thriller,23,0.81,0.77
USR-2923,24.2,71.59,Horror,21,0.79,0.74
USR-2924,25.0,59.13,"Documentary,Sci-Fi",35,0.66,0.87
USR-2925,29.85,69.29,"Horror,Thriller",28,0.67,0.85
USR-2926,19.19,61.57,Horror,24,0.94,0.69
USR-2927,20.75,62.46,Sci-Fi,33,0.58,0.74
USR-2928,16.37,60.44,"Sci-Fi,Documentary",27,0.69,0.74
USR-2929,22.34,62.64,Documentary,29,0.64,0.76
USR-2930,20.43,59.12,"Sci-Fi,Documentary",46,0.71,0.61
USR-2931,23.26,53.62,Sci-Fi,24,0.66,0.76
USR-2932,34.77,65.17,"Thriller,Horror",26,0.67,0.65
USR-2933,14.76,77.89,"Thriller,Documentary",16,0.65,0.76
USR-2934,27.83,54.37,"Sci-Fi,Thriller",25,0.44,0.68
USR-2935,27.15,52.2,"Horror,Sci-Fi",37,0.78,0.89
USR-2936,23.98,61.24,Documentary,32,0.48,0.68
USR-2937,18.73,67.81,"Sci-Fi,Thriller",24,0.66,0.98
USR-2938,29.6,73.01,Thriller,24,0.51,0.55
USR-2939,29.64,54.87,"Documentary,Thriller",43,0.66,0.89
USR-2940,22.42,49.36,Horror,20,0.65,0.73
USR-2941,25.76,74.05,"Horror,Documentary",31,0.46,0.67
USR-2942,20.59,68.11,Thriller,37,0.45,0.86
USR-2943,26.55,66.63,Documentary,23,0.7,0.61
USR-2944,21.6,64.91,Horror,21,0.56,0.8
USR-2945,23.16,64.79,Documentary,25,0.75,0.67
USR-2946,20.95,67.85,"Thriller,Documentary",25,0.68,0.84
USR-2947,14.0,72.65,Horror,41,0.63,0.81
USR-2948,26.44,56.42,Thriller,29,0.51,0.79
USR-2949,27.5,72.23,"Thriller,Sci-Fi",33,0.62,0.95
USR-2950,29.81,64.15,"Horror,Sci-Fi",39,0.57,0.71
USR-2951,17.25,66.73,Sci-Fi,17,0.83,0.7
USR-2952,30.79,45.0,Horror,26,0.88,0.5
USR-2953,28.33,70.55,"Horror,Sci-Fi",34,0.78,0.65
USR-2954,30.0,63.67,"Horror,Documentary",31,0.49,0.77
USR-2955,31.72,52.52,Documentary,23,0.74,0.87
USR-2956,20.06,73.1,"Documentary,Thriller",33,0.65,0.82
USR-2957,34.18,68.03,Documentary,24,0.68,0.8
USR-2958,27.33,63.92,"Thriller,Horror",45,0.65,0.57
USR-2959,25.07,58.47,"Sci-Fi,Horror",27,0.82,0.6
USR-2960,25.75,79.76,"Sci-Fi,Documentary",28,0.5,0.8
USR-2961,25.21,80.69,Sci-Fi,36,0.9,0.89
USR-2962,19.28,67.26,"Thriller,Horror",24,0.6,0.89
USR-2963,26.19,70.19,Thriller,38,0.8,0.81
USR-2964,26.1,68.92,Thriller,31,0.67,0.74
USR-2965,25.91,80.12,Thriller,28,0.77,0.92
USR-2966,21.38,77.68,Thriller,32,0.63,0.83
USR-2967,23.79,62.59,Thriller,20,0.55,0.82
USR-2968,32.01,59.18,"Horror,Sci-Fi",35,0.64,0.65
USR-2969,14.0,59.9,"Thriller,Sci-Fi",35,0.57,0.79
USR-2970,27.54,56.72,"Documentary,Sci-Fi",31,0.49,0.62
USR-2971,26.91,62.44,"Thriller,Documentary",35,0.89,0.89
USR-2972,26.63,61.57,Thriller,28,0.68,0.81
USR-2973,17.97,64.11,Thriller,25,0.6,0.81
USR-2974,26.39,57.17,"Horror,Thriller",40,0.84,0.59
USR-2975,20.11,62.93,"Sci-Fi,Thriller",31,0.67,0.64
USR-2976,16.07,60.93,"Documentary,Thriller",46,0.73,0.54
USR-2977,24.4,68.6,Horror,35,0.85,0.61
USR-2978,23.1,69.38,Horror,18,0.79,0.81
USR-2979,31.05,51.66,"Thriller,Horror",33,0.72,0.75
USR-2980,20.08,59.4,Documentary,30,0.61,0.89
USR-2981,22.45,63.18,"Thriller,Horror",25,0.52,0.75
USR-2982,31.25,57.13,"Documentary,Horror",25,0.8,0.65
USR-2983,22.55,82.31,Horror,30,0.71,0.68
USR-2984,27.99,59.07,Horror,20,0.85,0.73
USR-2985,14.7,59.85,Sci-Fi,24,0.56,0.62
USR-2986,23.89,63.21,"Horror,Sci-Fi",35,0.65,0.8
USR-2987,23.33,69.51,Documentary,46,0.62,0.86
USR-2988,27.85,60.88,Thriller,34,0.64,0.71
USR-2989,21.69,51.57,Sci-Fi,39,0.87,0.9
USR-2990,30.35,59.24,"Documentary,Horror",24,0.59,0.86
USR-2991,25.14,61.38,"Documentary,Horror",23,0.6,0.86
USR-2992,29.21,66.41,Thriller,45,0.68,0.83
USR-2993,14.55,45.0,"Thriller,Horror",32,0.66,0.93
USR-2994,23.82,76.42,"Thriller,Horror",28,0.4,0.78
USR-2995,17.0,61.52,Documentary,34,0.76,0.5
USR-2996,17.43,59.56,Horror,34,0.74,0.84
USR-2997,22.08,59.38,Horror,24,0.77,0.67
USR-2998,28.25,63.66,Thriller,29,0.6,0.74
USR-2999,14.0,60.42,"Sci-Fi,Horror",32,0.56,0.87
USR-3000,23.68,50.11,"Horror,Documentary",16,0.55,0.67
USR-3001,25.99,51.49,Sci-Fi,48,0.58,0.72
USR-3002,19.98,69.48,Sci-Fi,47,0.52,0.9
USR-3003,32.79,73.62,"Thriller,Sci-Fi",30,0.64,0.73
USR-3004,25.03,61.47,"Thriller,Horror",35,0.69,0.72
USR-3005,19.99,62.76,Thriller,24,0.83,0.71
USR-3006,31.53,61.76,Sci-Fi,24,0.76,0.69
USR-3007,24.6,45.0,Documentary,23,0.83,0.55
USR-3008,16.86,65.62,"Thriller,Sci-Fi",31,0.75,0.93
USR-3009,23.75,57.65,"Thriller,Horror",36,0.65,0.84
USR-3010,28.81,57.49,"Thriller,Sci-Fi",27,0.73,0.57
USR-3011,26.33,53.0,"Documentary,Horror",24,0.52,0.76
USR-3012,22.67,67.29,"Sci-Fi,Thriller",31,0.55,0.88
USR-3013,32.09,52.42,"Horror,Thriller",20,0.53,0.61
USR-3014,23.03,58.71,Sci-Fi,32,0.68,0.65
USR-3015,26.56,48.67,"Thriller,Sci-Fi",26,0.65,0.8
USR-3016,21.18,55.23,"Sci-Fi,Thriller",41,0.72,0.83
USR-3017,19.97,63.15,Sci-Fi,17,0.73,0.8
USR-3018,22.49,58.53,"Horror,Thriller",15,0.79,0.8
USR-3019,27.53,61.94,Thriller,48,0.58,0.63
USR-3020,18.93,63.96,Documentary,15,0.5,0.71
USR-3021,18.82,59.72,"Documentary,Horror",28,0.76,0.95
USR-3022,22.58,62.05,Documentary,33,0.66,0.77
USR-3023,26.43,78.86,"Sci-Fi,Documentary",21,0.84,0.88
USR-3024,25.44,58.05,Thriller,39,0.76,0.66
USR-3025,24.86,45.0,Horror,39,0.68,0.59
USR-3026,27.14,75.06,"Horror,Documentary",22,0.55,0.69
USR-3027,19.7,56.2,"Horror,Documentary",19,0.76,0.72
USR-3028,23.81,69.52,"Thriller,Sci-Fi",15,0.57,0.76
USR-3029,31.38,73.77,Thriller,40,0.42,0.65
USR-3030,18.96,61.56,"Horror,Thriller",15,0.81,0.54
USR-3031,29.16,68.97,Horror,27,0.61,0.73
USR-3032,22.32,60.05,Horror,28,0.75,0.86
USR-3033,38.63,52.35,"Documentary,Thriller",32,0.85,0.88
USR-3034,17.96,67.48,"Sci-Fi,Thriller",13,0.75,0.82
USR-3035,33.53,62.87,Documentary,27,0.73,0.83
USR-3036,19.14,65.1,Thriller,47,0.82,0.68
USR-3037,35.69,67.51,Thriller,35,0.69,0.78
USR-3038,23.33,69.79,Horror,36,0.66,0.6
USR-3039,24.18,56.26,"Thriller,Documentary",21,0.49,0.82
USR-3040,24.13,61.91,"Sci-Fi,Documentary",34,0.84,0.75
USR-3041,33.5,62.4,"Sci-Fi,Horror",29,0.81,0.83
USR-3042,22.36,74.17,Sci-Fi,26,0.46,0.95
USR-3043,30.8,51.07,Horror,42,0.73,0.8
USR-3044,32.07,72.76,Horror,35,0.63,0.77
USR-3045,19.49,59.34,"Sci-Fi,Documentary",31,0.64,0.84
USR-3046,15.89,61.09,Documentary,31,0.49,0.82
USR-3047,27.24,65.95,Documentary,33,0.7,0.86
USR-3048,16.11,54.85,"Horror,Sci-Fi",42,0.38,0.76
USR-3049,29.86,61.25,"Thriller,Horror",27,0.68,0.7
USR-3050,29.54,73.39,Sci-Fi,28,0.6,0.79
USR-3051,21.77,78.75,"Thriller,Documentary",29,0.7,0.79
USR-3052,23.77,60.7,Documentary,31,0.57,0.86
USR-3053,26.2,54.1,Horror,22,0.67,0.64
USR-3054,29.46,60.03,Documentary,21,0.59,0.54
USR-3055,24.63,52.26,"Documentary,Thriller",23,0.74,0.71
USR-3056,23.29,73.62,Sci-Fi,27,0.74,0.91
USR-3057,21.82,50.43,"Horror,Documentary",37,0.73,0.85
USR-3058,15.68,79.11,Documentary,16,0.67,0.88
USR-3059,20.46,58.54,Thriller,32,0.76,0.88
USR-3060,33.96,76.54,"Thriller,Horror",32,0.77,0.86
USR-3061,20.35,67.76,"Horror,Documentary",38,0.55,0.8
USR-3062,23.67,61.96,"Documentary,Sci-Fi",22,0.56,0.81
USR-3063,27.18,62.06,Documentary,31,0.44,0.66
USR-3064,28.88,65.59,Sci-Fi,43,0.88,0.74
USR-3065,36.52,62.2,Horror,11,0.87,0.97
USR-3066,18.92,60.18,"Thriller,Sci-Fi",30,0.65,0.74
USR-3067,22.06,63.78,Horror,41,0.64,0.8
USR-3068,27.63,66.43,"Horror,Documentary",25,0.54,0.93
USR-3069,31.16,56.22,Horror,25,0.74,0.8
USR-3070,16.66,65.67,"Horror,Sci-Fi",21,0.77,0.98
USR-3071,29.87,66.11,"Sci-Fi,Thriller",24,0.73,0.85
USR-3072,27.89,56.13,"Documentary,Thriller",35,0.68,0.89
USR-3073,19.16,76.32,"Horror,Thriller",27,0.65,0.71
USR-3074,33.31,65.2,"Thriller,Sci-Fi",32,0.94,0.79
USR-3075,22.83,61.28,Thriller,25,0.57,0.78
USR-3076,24.41,59.82,"Documentary,Thriller",41,0.77,0.79
USR-3077,25.09,55.12,"Sci-Fi,Documentary",24,0.84,0.62
USR-3078,32.6,75.12,"Documentary,Thriller",28,0.89,0.67
USR-3079,28.97,62.13,"Sci-Fi,Documentary",28,0.77,0.72
USR-3080,22.63,66.33,"Horror,Documentary",33,0.79,0.74
USR-3081,18.05,58.84,Thriller,27,0.67,0.81
USR-3082,24.69,58.73,"Documentary,Thriller",17,0.81,0.79
USR-3083,18.14,72.44,Sci-Fi,37,0.5,0.74
USR-3084,17.97,45.0,Sci-Fi,20,0.86,0.68
USR-3085,27.74,58.79,Documentary,34,0.49,0.73
USR-3086,20.88,68.48,Documentary,17,0.73,0.8
USR-3087,21.45,73.43,Sci-Fi,10,0.68,0.92
USR-3088,24.64,72.93,"Documentary,Horror",26,0.79,1.0
USR-3089,24.51,63.6,"Thriller,Sci-Fi",26,0.66,0.91
USR-3090,24.0,55.54,Sci-Fi,26,0.66,0.88
USR-3091,22.86,63.85,Horror,19,0.78,0.83
USR-3092,30.91,49.71,Thriller,21,0.74,0.69
USR-3093,20.39,52.39,"Sci-Fi,Thriller",39,0.63,0.68
USR-3094,14.94,45.0,Sci-Fi,35,0.44,0.64
USR-3095,25.42,62.72,"Horror,Sci-Fi",17,0.57,0.76
USR-3096,19.57,55.48,"Sci-Fi,Thriller",27,0.81,0.66
USR-3097,17.74,77.41,Sci-Fi,31,0.77,0.79
USR-3098,20.25,50.79,Horror,32,0.54,1.0
USR-3099,24.97,65.01,"Thriller,Horror",34,0.73,1.0
USR-3100,32.93,54.55,"Sci-Fi,Thriller",46,0.51,0.9
USR-3101,22.46,52.8,"Thriller,Sci-Fi",10,0.61,0.62
USR-3102,14.58,55.85,"Sci-Fi,Documentary",20,0.57,0.78
USR-3103,22.13,53.32,Thriller,28,0.73,0.84
USR-3104,34.85,65.72,Thriller,39,0.69,0.98
USR-3105,35.99,66.25,Documentary,22,0.61,0.81
USR-3106,26.28,67.59,Sci-Fi,33,0.73,1.0
USR-3107,29.1,66.28,Sci-Fi,25,0.59,0.76
USR-3108,21.89,71.67,Thriller,26,0.63,0.8
USR-3109,26.26,52.91,Documentary,42,0.6,0.79
USR-3110,24.2,64.11,Thriller,18,0.69,0.61
USR-3111,25.79,45.0,Sci-Fi,20,0.61,0.99
USR-3112,27.18,52.68,Horror,36,0.63,0.66
USR-3113,18.73,64.3,"Thriller,Documentary",26,0.46,0.7
USR-3114,17.74,72.95,Sci-Fi,26,0.74,0.91
USR-3115,27.94,58.17,"Horror,Documentary",22,0.64,0.77
USR-3116,22.65,84.41,"Thriller,Horror",33,0.53,0.86
USR-3117,25.96,53.6,"Thriller,Sci-Fi",38,0.47,0.86
USR-3118,31.05,77.1,"Sci-Fi,Documentary",20,0.76,0.76
USR-3119,20.42,63.74,"Horror,Documentary",23,0.56,0.94
USR-3120,35.36,76.58,"Sci-Fi,Documentary",29,0.74,0.71
USR-3121,30.28,70.99,"Sci-Fi,Thriller",42,0.74,0.79
USR-3122,25.68,75.58,"Sci-Fi,Thriller",28,0.74,0.75
USR-3123,15.54,59.42,Thriller,20,0.6,0.86
USR-3124,25.03,66.01,"Thriller,Documentary",25,0.97,0.9
USR-3125,28.77,64.94,Horror,39,0.7,0.94
USR-3126,38.42,62.57,Thriller,30,0.83,0.79
USR-3127,24.95,60.0,Thriller,20,0.73,1.0
USR-3128,22.55,53.67,"Horror,Thriller",45,0.59,0.78
USR-3129,31.0,63.05,"Documentary,Thriller",36,0.89,0.63
USR-3130,21.31,57.87,"Thriller,Sci-Fi",32,0.74,0.77
USR-3131,15.59,52.15,Thriller,18,0.57,0.64
USR-3132,25.71,71.05,"Thriller,Horror",31,0.56,0.93
USR-3133,24.47,69.34,Documentary,32,0.71,0.77
USR-3134,26.41,63.65,Documentary,26,0.83,0.56
USR-3135,24.18,56.2,"Thriller,Documentary",18,0.7,0.78
USR-3136,18.75,63.26,"Sci-Fi,Thriller",23,0.65,0.84
USR-3137,25.03,64.41,"Horror,Documentary",23,0.7,0.7
USR-3138,19.03,56.36,Sci-Fi,28,0.69,0.9
USR-3139,23.58,63.45,"Horror,Documentary",25,0.78,0.56
USR-3140,21.33,58.12,"Thriller,Horror",16,0.61,0.89
USR-3141,27.23,53.13,Horror,30,0.82,0.69
USR-3142,25.14,50.21,Horror,27,0.73,0.96
USR-3143,19.93,69.38,"Sci-Fi,Thriller",38,0.61,0.82
USR-3144,29.12,71.6,"Thriller,Sci-Fi",17,0.81,0.82
USR-3145,21.82,53.33,Thriller,38,0.67,0.72
USR-3146,24.35,56.88,"Thriller,Sci-Fi",30,0.56,0.84
USR-3147,28.55,69.51,"Sci-Fi,Thriller",28,0.67,0.84
USR-3148,30.19,54.79,Sci-Fi,26,0.49,0.74
USR-3149,26.84,59.09,Thriller,29,0.64,0.62
USR-3150,23.55,64.87,Documentary,29,0.53,0.77
USR-3151,25.1,60.65,Thriller,36,0.78,0.9
USR-3152,26.49,64.85,"Horror,Sci-Fi",45,0.68,0.66
USR-3153,21.15,62.27,Horror,19,0.55,0.74
USR-3154,25.85,58.46,"Documentary,Thriller",25,0.56,0.72
USR-3155,26.58,51.91,Horror,32,0.69,0.65
USR-3156,20.82,73.58,"Documentary,Horror",48,0.72,1.0
USR-3157,21.21,69.19,Documentary,48,0.71,0.64
USR-3158,31.07,66.52,Documentary,33,0.59,0.85
USR-3159,20.31,59.47,"Documentary,Horror",20,0.73,0.93
USR-3160,24.86,68.97,Thriller,25,0.71,0.59
USR-3161,27.15,64.88,Thriller,34,0.6,0.86
USR-3162,19.08,55.23,"Thriller,Documentary",22,0.62,1.0
USR-3163,33.25,47.48,Thriller,25,0.69,0.61
USR-3164,34.09,62.24,Thriller,28,0.63,0.9
USR-3165,34.57,69.97,Horror,25,0.63,0.95
USR-3166,20.35,61.32,Documentary,36,0.7,0.89
USR-3167,27.29,67.02,"Horror,Documentary",16,0.61,0.95
USR-3168,24.74,79.43,Documentary,26,0.63,0.69
USR-3169,27.3,50.7,"Sci-Fi,Horror",36,0.74,0.87
USR-3170,30.75,69.07,Thriller,28,0.62,0.69
USR-3171,20.0,67.79,"Thriller,Documentary",21,0.82,0.87
USR-3172,14.56,59.31,"Thriller,Sci-Fi",38,0.65,0.79
USR-3173,23.1,61.34,"Thriller,Sci-Fi",28,0.56,0.66
USR-3174,18.55,62.73,"Sci-Fi,Horror",34,0.58,0.95
USR-3175,22.43,60.29,"Thriller,Sci-Fi",29,0.59,0.66
USR-3176,25.89,64.11,Horror,20,0.41,0.96
USR-3177,23.49,65.48,"Documentary,Horror",15,0.6,0.86
USR-3178,26.53,62.41,"Thriller,Sci-Fi",31,0.6,0.7
USR-3179,27.0,55.12,Horror,27,0.55,0.79
USR-3180,19.24,62.84,"Documentary,Thriller",28,0.94,0.87
USR-3181,23.4,65.59,Documentary,21,0.66,0.66
USR-3182,22.35,60.73,Sci-Fi,38,0.59,0.71
USR-3183,22.41,64.63,Thriller,31,0.75,0.75
USR-3184,28.16,64.95,Horror,32,0.72,0.71
USR-3185,29.97,82.99,"Documentary,Thriller",26,0.52,0.67
USR-3186,28.29,61.34,Thriller,45,0.57,0.77
USR-3187,24.44,45.17,"Horror,Thriller",34,0.53,0.74
USR-3188,14.0,61.97,"Thriller,Sci-Fi",40,0.74,0.92
USR-3189,23.05,57.83,Sci-Fi,12,0.73,0.72
USR-3190,16.58,75.42,Documentary,30,0.5,0.62
USR-3191,30.42,58.21,"Sci-Fi,Documentary",19,0.75,0.83
USR-3192,32.77,72.74,"Documentary,Thriller",28,0.79,0.81
USR-3193,25.94,71.7,Documentary,24,0.69,0.86
USR-3194,15.85,73.05,Documentary,33,0.96,0.92
USR-3195,26.25,55.6,Thriller,22,0.71,0.84
USR-3196,25.82,63.28,Sci-Fi,33,0.51,0.78
USR-3197,30.53,54.73,"Sci-Fi,Horror",24,0.75,0.87
USR-3198,31.35,53.96,"Documentary,Horror",35,0.57,0.54
USR-3199,22.61,84.47,"Sci-Fi,Thriller",12,0.9,0.55
USR-3200,14.0,62.79,"Horror,Sci-Fi",30,0.44,0.76
USR-3201,20.51,51.32,Sci-Fi,36,0.61,0.74
USR-3202,14.0,69.57,"Thriller,Documentary",36,0.83,0.7
USR-3203,21.73,80.5,"Thriller,Horror",34,0.73,0.81
USR-3204,25.88,64.18,"Thriller,Horror",29,0.8,0.88
USR-3205,27.49,70.94,Thriller,29,0.56,0.69
USR-3206,17.79,58.18,Documentary,25,0.39,0.86
USR-3207,35.1,66.85,"Sci-Fi,Documentary",28,0.67,0.73
USR-3208,24.45,61.7,"Sci-Fi,Horror",23,0.77,0.77
USR-3209,33.5,64.73,"Horror,Documentary",27,0.65,0.78
USR-3210,18.29,55.87,Thriller,15,0.57,0.79
USR-3211,25.5,46.17,Horror,37,0.52,0.51
USR-3212,24.15,55.22,Thriller,41,0.64,0.7
USR-3213,24.29,70.12,Sci-Fi,32,0.76,0.81
USR-3214,18.59,64.59,"Thriller,Documentary",35,0.63,0.56
USR-3215,29.92,62.71,"Sci-Fi,Documentary",32,0.83,0.82
USR-3216,35.29,62.96,"Documentary,Sci-Fi",30,0.87,0.89
